doc_id	genre	t_span	t_entity_text	t_entity_type	t_infostat	t_coref_type	t_head_form	t_head_lemma	t_head_deprel	t_head_xpos	t_head_number	t_sent_id	t_head_sent_id	t_head_doc_position	n_span	n_entity_text	n_entity_type	n_infostat	n_coref_type	n_head_form	n_head_lemma	n_head_deprel	n_head_xpos	n_head_number	n_sent_id	n_head_sent_id	n_head_doc_position	t_n_entity_type	t_n_head_lemma	t_n_head_deprel	t_n_head_xpos	t_n_head_number	t_n_dist	coref	bridge	bridge_type
wsjarrau_1375	wsjarrau	['21-9', '21-10']	junk bonds	abstract	old	coref	bonds	bond	nmod	NNS	Plur	21	10	698	['32-27', '32-28']	junk bond	abstract	old	coref	junk	junk	compound	NN	Sing	32	27	1137	abstract_abstract	bond_junk	nmod_compound	NNS_NN	Plur_Sing	439	1	0	
wsjarrau_0618	wsjarrau	['6-1']	His	person	old	coref	His	his	nmod:poss	PRP$	Sing	6	1	168	['6-30']	dealer	organization	old	coref	dealer	dealer	compound	NN	Sing	6	30	197	person_organization	his_dealer	nmod:poss_compound	PRP$_NN	Sing_Sing	29	0	0	
wsjarrau_1391	wsjarrau	['21-9', '21-10', '21-11']	international financial institutions	organization	new	sgl	institutions	institution	obl	NNS	Plur	21	11	572	['22-3']	borrowing	abstract	new	coref	borrowing	borrow	advcl	VBG		22	3	584	organization_abstract	institution_borrow	obl_advcl	NNS_VBG	Plur_N/A	12	0	1	bridge:subset-inv
wsjarrau_1367	wsjarrau	['4-17', '4-18']	a hat	concrete	new	coref	hat	hat	obl	NN	Sing	4	18	82	['4-21', '4-22', '4-23', '4-24', '4-25', '4-26']	A turban , '' she specifies	concrete	new	coref	turban	turban	parataxis	NN	Sing	4	22	86	concrete_concrete	hat_turban	obl_parataxis	NN_NN	Sing_Sing	4	0	1	bridge:subset
wsjarrau_1944	wsjarrau	['21-11']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	21	11	463	['27-1', '27-2', '27-3', '27-4']	The two other directors	person	new	coref	directors	director	nsubj	NNS	Plur	27	4	608	person_person	their_director	nmod:poss_nsubj	PRP$_NNS	Plur_Plur	145	0	1	bridge:subset
wsjarrau_1377	wsjarrau	['60-4', '60-5', '60-6', '60-7']	Items with narrow appeal	concrete	new	sgl	Items	item	nsubj	NNS	Plur	60	4	1471	['61-17', '61-18', '61-19', '61-20', '61-21', '61-22']	just 1 % of that market	abstract	new	coref	%	%	nsubj	NN	Sing	61	19	1505	concrete_abstract	item_%	nsubj_nsubj	NNS_NN	Plur_Sing	34	0	1	bridge:subset
wsjarrau_1161	wsjarrau	['34-6', '34-7', '34-8', '34-9', '34-10', '34-11', '34-12', '34-13', '34-14', '34-15', '34-16', '34-17', '34-18', '34-19']	7 1 % bonds priced at 97 3 to yield 7.31 % in 2019	abstract	new	sgl	bonds	bond	nmod	NNS	Plur	34	9	833	['36-1', '36-2', '36-3']	Capital appreciation bonds	abstract	old	coref	bonds	bond	nsubj:pass	NNS	Plur	36	3	862	abstract_abstract	bond_bond	nmod_nsubj:pass	NNS_NNS	Plur_Plur	29	0	0	
wsjarrau_1944	wsjarrau	['22-11', '22-12']	4,400 shares	abstract	new	coref	shares	share	obj	NNS	Plur	22	12	482	['23-16', '23-17']	the shares	abstract	old	coref	shares	share	obj	NNS	Plur	23	17	503	abstract_abstract	share_share	obj_obj	NNS_NNS	Plur_Plur	21	1	0	
wsjarrau_1302	wsjarrau	['17-7']	premiums	abstract	new	sgl	premiums	premium	nsubj	NNS	Plur	17	7	407	['45-17', '45-18', '45-19', '45-20', '45-21', '45-22', '45-23', '45-24', '45-25', '45-26', '45-27', '45-28', '45-29', '45-30', '45-31', '45-32']	premium down at the bottom end which acts as a steadying influence '' against catastrophic losses	abstract	new	coref	premium	premium	nmod	NN	Sing	45	17	1239	abstract_abstract	premium_premium	nsubj_nmod	NNS_NN	Plur_Sing	832	0	1	bridge:element
vpc_0301	vpc	['29-8']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	29	8	834	['35-133']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	35	133	1157	organization_organization	U.S._U.S.	compound_compound	NNP_NNP	Sing_Sing	323	1	0	
wsjarrau_1105	wsjarrau	['2-10', '2-11', '2-12', '2-13', '2-14', '2-15', '2-16', '2-17', '2-18', '2-19', '2-20', '2-21', '2-22', '2-23', '2-24', '2-25', '2-26', '2-27', '2-28', '2-29', '2-30', '2-31', '2-32', '2-33', '2-34', '2-35', '2-36', '2-37', '2-38', '2-39', '2-40', '2-41', '2-42', '2-43']	a 16 % drop in third-quarter earnings to $ 257.5 million , or 75 cents a share , from a restated $ 305 million , or 80 cents a share , a year earlier	abstract	new	sgl	drop	drop	ccomp	VBP		2	13	30	['6-22', '6-23', '6-24', '6-25', '6-26', '6-27', '6-28', '6-29', '6-30', '6-31']	part of a broad attempt to revive its retailing business	abstract	new	sgl	part	part	obl	NN	Sing	6	22	142	abstract_abstract	drop_part	ccomp_obl	VBP_NN	N/A_Sing	112	0	0	
wsjarrau_0003	wsjarrau	['3-20', '3-21', '3-22', '3-23']	its Micronite cigarette filters	concrete	new	coref	filters	filter	nmod	NNS	Plur	3	23	91	['10-16', '10-17', '10-18', '10-19']	paper for the filters	concrete	new	coref	paper	paper	obj	NN	Sing	10	16	252	concrete_concrete	filter_paper	nmod_obj	NNS_NN	Plur_Sing	161	0	1	bridge:element
wsjarrau_1322	wsjarrau	['48-10', '48-11', '48-12', '48-13', '48-14', '48-15', '48-16', '48-17', '48-18', '48-19', '48-20', '48-21', '48-22', '48-23', '48-24', '48-25', '48-26', '48-27']	four new real estate mortgage investment conduits announced and talk of several more deals in today 's session	none	new	sgl	conduits	conduit	obl	NNS	Plur	48	16	1192	['61-8']	sports	abstract	new	sgl	sports	sport	compound	NNS	Plur	61	8	1544	none_abstract	conduit_sport	obl_compound	NNS_NNS	Plur_Plur	352	0	0	
wsjarrau_1394	wsjarrau	['13-51', '13-52']	Federal 's	organization	old	coref	Federal	Federal	nmod:poss	NNP	Sing	13	51	337	['35-12', '35-13', '35-14', '35-15', '35-16', '35-17', '35-18', '35-19', '35-20', '35-21', '35-22', '35-23', '35-24', '35-25', '35-26', '35-27', '35-28']	archrival United Parcel Service Inc. , the nation 's largest employer of United Brotherhood of Teamsters members	organization	new	coref	Service	Service	nmod	NNP	Sing	35	15	872	organization_organization	Federal_Service	nmod:poss_nmod	NNP_NNP	Sing_Sing	535	0	0	
wsjarrau_1318	wsjarrau	['5-23']	them	abstract	old	coref	them	they	obj	PRP	Plur	5	23	172	['6-16', '6-17', '6-18', '6-19', '6-20', '6-21', '6-22']	films for theatrical release in the U.S	abstract	new	coref	films	film	obl	NNS	Plur	6	16	190	abstract_abstract	they_film	obj_obl	PRP_NNS	Plur_Plur	18	0	1	bridge:subset
wsjarrau_1375	wsjarrau	['4-19']	junk	abstract	old	coref	junk	junk	compound	NN	Sing	4	19	106	['16-6']	junk	abstract	old	coref	junk	junk	compound	NN	Sing	16	6	523	abstract_abstract	junk_junk	compound_compound	NN_NN	Sing_Sing	417	1	0	
wsjarrau_1970	wsjarrau	['17-14', '17-15']	the government	organization	new	coref	government	government	nsubj	NN	Sing	17	15	579	['20-7', '20-8', '20-9', '20-10', '20-11', '20-12', '20-13', '20-14']	the value of the dollar against foreign currencies	abstract	new	sgl	value	value	nmod	NN	Sing	20	8	684	organization_abstract	government_value	nsubj_nmod	NN_NN	Sing_Sing	105	0	0	
wsjarrau_1126	wsjarrau	['6-1', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11']	One of the hotels , to be called the Sheraton Moscow	concrete	new	coref	One	One	nsubj	CD		6	1	163	['7-1', '7-2', '7-3']	The six-story hotel	concrete	old	coref	hotel	hotel	nsubj	NN	Sing	7	3	192	concrete_concrete	One_hotel	nsubj_nsubj	CD_NN	N/A_Sing	29	1	0	
wsjarrau_1367	wsjarrau	['14-26', '14-27', '14-28', '14-29', '14-30']	a Los Angeles boutique owner	person	new	coref	owner	owner	nsubj	NN	Sing	14	30	351	['44-3']	her	person	old	coref	her	her	nmod:poss	PRP$	Sing	44	3	1217	person_person	owner_her	nsubj_nmod:poss	NN_PRP$	Sing_Sing	866	0	0	
wsjarrau_1123	wsjarrau	['3-14']	circulation	abstract	new	coref	circulation	circulation	nmod	NN	Sing	3	14	75	['3-32']	circulation	abstract	old	coref	circulation	circulation	nmod	NN	Sing	3	32	93	abstract_abstract	circulation_circulation	nmod_nmod	NN_NN	Sing_Sing	18	1	0	
wsjarrau_1366	wsjarrau	['5-37', '5-38', '5-39', '5-40', '5-41']	their friend and political benefactor	none	new	sgl	friend	friend	obl	NN	Sing	5	38	138	['7-25', '7-26']	other lawmakers	person	new	sgl	lawmakers	lawmaker	obl	NNS	Plur	7	26	233	none_person	friend_lawmaker	obl_obl	NN_NNS	Sing_Plur	95	0	0	
wsjarrau_1970	wsjarrau	['23-6']	U.S.	organization	old	coref	U.S.	U.S.	compound	NNP	Sing	23	6	766	['24-42', '24-43']	the U.S.	organization	old	coref	U.S.	U.S.	obj	NNP	Sing	24	43	816	organization_organization	U.S._U.S.	compound_obj	NNP_NNP	Sing_Sing	50	1	0	
wsjarrau_1320	wsjarrau	['16-16']	yesterday	time	old	coref	yesterday	yesterday	obl:tmod	NN	Sing	16	16	360	['41-1', '41-2', '41-3']	Strong farmer selling	abstract	new	sgl	farmer	farmer	nsubj	NN	Sing	41	2	937	time_abstract	yesterday_farmer	obl:tmod_nsubj	NN_NN	Sing_Sing	577	0	0	
wsjarrau_1333	wsjarrau	['3-37', '3-38']	last year	time	new	coref	year	year	nmod:tmod	NN	Sing	3	38	110	['5-10']	year	time	old	coref	year	year	conj	NN	Sing	5	10	140	time_time	year_year	nmod:tmod_conj	NN_NN	Sing_Sing	30	1	0	
wsjarrau_0689	wsjarrau	['14-4']	municipal-bond	abstract	old	coref	municipal-bond	municipal-bond	amod	JJ		14	4	375	['17-10', '17-11', '17-12', '17-13']	`` pre-refunded '' municipals	abstract	new	coref	municipals	municipal	obj	NNS	Plur	17	13	445	abstract_abstract	municipal-bond_municipal	amod_obj	JJ_NNS	N/A_Plur	70	0	1	bridge:subset
wsjarrau_1302	wsjarrau	['52-19']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	52	19	1366	['65-1', '65-2']	Lloyd 's	organization	old	coref	Lloyd	Lloyd	nmod:poss	NNP	Sing	65	1	1611	organization_organization	its_Lloyd	nmod:poss_nmod:poss	PRP$_NNP	Sing_Sing	245	1	0	
wsjarrau_1142	wsjarrau	['39-12', '39-13', '39-14']	the company 's	organization	old	coref	company	company	nmod:poss	NN	Sing	39	13	911	['40-10']	XL/Datacomp	organization	old	coref	XL/Datacomp	XL/Datacomp	nsubj	NNP	Sing	40	10	929	organization_organization	company_XL/Datacomp	nmod:poss_nsubj	NN_NNP	Sing_Sing	18	1	0	
wsjarrau_1303	wsjarrau	['32-2']	his	person	old	coref	his	his	nmod:poss	PRP$	Sing	32	2	773	['32-37']	his	person	old	coref	his	his	nmod:poss	PRP$	Sing	32	37	808	person_person	his_his	nmod:poss_nmod:poss	PRP$_PRP$	Sing_Sing	35	1	0	
wsjarrau_1394	wsjarrau	['36-28', '36-29']	UPS drivers	person	new	coref	drivers	driver	obj	NNS	Plur	36	29	915	['36-39']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	36	39	925	person_person	driver_their	obj_nmod:poss	NNS_PRP$	Plur_Plur	10	1	0	
wsjarrau_1303	wsjarrau	['32-22']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	32	22	793	['32-52', '32-53']	Daiwa 's	organization	old	coref	Daiwa	Daiwa	nmod:poss	NNP	Sing	32	52	823	organization_organization	its_Daiwa	nmod:poss_nmod:poss	PRP$_NNP	Sing_Sing	30	1	0	
wsjarrau_1138	wsjarrau	['1-1', '1-2', '1-3']	The Justice Department	organization	new	sgl	Department	Department	nsubj	NNP	Sing	1	3	3	['9-22', '9-23', '9-24', '9-25', '9-26', '9-27']	the Organized Crime and Racketeering Section	organization	new	coref	Section	Section	nmod	NNP	Sing	9	27	218	organization_organization	Department_Section	nsubj_nmod	NNP_NNP	Sing_Sing	215	0	1	bridge:element
wsjarrau_0629	wsjarrau	['35-13', '35-14', '35-15', '35-16', '35-17']	a petrochemical and agrochemical company	none	new	sgl	company	company	appos	NN	Sing	35	17	825	['37-8', '37-9']	their portfolios	abstract	new	sgl	portfolios	portfolios	nmod	NNS	Plur	37	9	848	none_abstract	company_portfolios	appos_nmod	NN_NNS	Sing_Plur	23	0	0	
vpc_0022	vpc	['6-2', '6-3']	Apple II	concrete	old	coref	Apple	Apple	nsubj	NNP	Sing	6	2	86	['11-18']	1977	time	old	coref	1977	@card@	nummod	CD		11	18	209	concrete_time	Apple_@card@	nsubj_nummod	NNP_CD	Sing_N/A	123	0	0	
wsjarrau_1157	wsjarrau	['1-1']	Insiders	person	new	sgl	Insiders	insider	nsubj	NNS	Plur	1	1	1	['2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8']	Six top executives at the New York-based company	person	new	coref	executives	executive	nsubj	NNS	Plur	2	3	19	person_person	insider_executive	nsubj_nsubj	NNS_NNS	Plur_Plur	18	0	1	bridge:element
vpc_0765	vpc	['47-24']	his	person	old	coref	his	his	nmod:poss	PRP$	Sing	47	24	1551	['53-80']	his	person	old	coref	his	his	nmod:poss	PRP$	Sing	53	80	1828	person_person	his_his	nmod:poss_nmod:poss	PRP$_PRP$	Sing_Sing	277	1	0	
wsjarrau_0693	wsjarrau	['1-9']	currency	abstract	new	sgl	currency	currency	compound	NN	Sing	1	9	9	['2-23', '2-24']	the yen	abstract	new	coref	yen	yen	nsubj:pass	NN	Sing	2	24	47	abstract_abstract	currency_yen	compound_nsubj:pass	NN_NN	Sing_Sing	38	0	1	bridge:subset
vpc_0765	vpc	['31-13', '31-14']	the indecisiveness	abstract	new	sgl	indecisiveness	indecisiveness	nmod	NN	Sing	31	14	979	['40-30', '40-31', '40-32', '40-33', '40-34', '40-35', '40-36', '40-37', '40-38', '40-39', '40-40', '40-41', '40-42', '40-43']	city clerk , a largely ceremonial post responsible for the city `s marriage bureau	abstract	new	sgl	clerk	clerk	obj	NN	Sing	40	31	1375	abstract_abstract	indecisiveness_clerk	nmod_obj	NN_NN	Sing_Sing	396	0	0	
wsjarrau_1188	wsjarrau	['1-12', '1-13', '1-14', '1-15']	Norway 's leading banks	organization	new	sgl	banks	bank	nmod	NNS	Plur	1	15	15	['4-1', '4-2', '4-3']	The two boards	organization	new	coref	boards	board	nsubj	NNS	Plur	4	3	83	organization_organization	bank_board	nmod_nsubj	NNS_NNS	Plur_Plur	68	0	1	bridge:element-inv
wsjarrau_1371	wsjarrau	['10-1', '10-2', '10-3']	Nuovo Banco 's	organization	old	coref	Banco	Banco	nmod:poss	NNP	Sing	10	2	194	['13-8', '13-9', '13-10']	its Italian network	abstract	new	sgl	network	network	obj	NN	Sing	13	10	295	organization_abstract	Banco_network	nmod:poss_obj	NNP_NN	Sing_Sing	101	0	0	
wsjarrau_1128	wsjarrau	['19-7', '19-8', '19-9']	the first trees	concrete	new	coref	trees	tree	obl	NNS	Plur	19	9	418	['26-8', '26-9', '26-10']	Sterling , Mass.	place	new	sgl	Sterling	Sterling	appos	NNP	Sing	26	8	602	concrete_place	tree_Sterling	obl_appos	NNS_NNP	Plur_Sing	184	0	0	
wsjarrau_0634	wsjarrau	['2-21']	France	place	new	sgl	France	France	nmod	NNP	Sing	2	21	49	['5-38']	Europe	place	new	coref	Europe	Europe	conj	NNP	Sing	5	38	126	place_place	France_Europe	nmod_conj	NNP_NNP	Sing_Sing	77	0	1	bridge:poss
wsjarrau_1317	wsjarrau	['28-16']	he	person	old	coref	he	he	nsubj	PRP	Sing	28	16	708	['40-1', '40-2', '40-3']	Mr. Roman 's	person	old	coref	Mr.	Mr.	nmod:poss	NNP	Sing	40	1	999	person_person	he_Mr.	nsubj_nmod:poss	PRP_NNP	Sing_Sing	291	1	0	
wsjarrau_1190	wsjarrau	['7-17', '7-18', '7-19', '7-20']	executives at both companies	person	new	sgl	executives	executive	nsubj	NNS	Plur	7	17	175	['10-1', '10-2', '10-3', '10-4', '10-5', '10-6', '10-7']	Executives involved in plotting Time 's defense	person	new	coref	Executives	executive	nsubj	NNS	Plur	10	1	247	person_person	executive_executive	nsubj_nsubj	NNS_NNS	Plur_Plur	72	0	1	bridge:element
wsjarrau_1375	wsjarrau	['9-30']	bond	abstract	new	sgl	bond	bond	compound	NN	Sing	9	30	280	['10-17', '10-18']	investment-grade bonds	abstract	new	coref	bonds	bond	nmod	NNS	Plur	10	18	303	abstract_abstract	bond_bond	compound_nmod	NN_NNS	Sing_Plur	23	0	1	bridge:subset
wsjarrau_1157	wsjarrau	['13-14', '13-15', '13-16', '13-17', '13-18']	the Securities and Exchange Commission	organization	new	coref	Securities	security	nmod	NNS	Plur	13	15	289	['18-32']	SEC	organization	old	coref	SEC	SEC	compound	NNP	Sing	18	32	400	organization_organization	security_SEC	nmod_compound	NNS_NNP	Plur_Sing	111	1	0	
wsjarrau_1375	wsjarrau	['15-9']	dinner	abstract	old	coref	dinner	dinner	compound	NN	Sing	15	9	436	['25-52']	liquidity	abstract	old	coref	liquidity	liquidity	nmod	NN	Sing	25	52	879	abstract_abstract	dinner_liquidity	compound_nmod	NN_NN	Sing_Sing	443	0	0	
wsjarrau_0618	wsjarrau	['1-28']	their	organization	old	coref	their	their	nmod:poss	PRP$	Plur	1	28	28	['2-31']	their	organization	old	coref	their	their	nmod:poss	PRP$	Plur	2	31	61	organization_organization	their_their	nmod:poss_nmod:poss	PRP$_PRP$	Plur_Plur	33	1	0	
vpc_0725	vpc	['76-3', '76-4', '76-5']	the oil fields	concrete	new	sgl	fields	field	obl	NNS	Plur	76	5	1936	['100-1', '100-2', '100-3', '100-4', '100-5']	Mike Huber , a roustabout	person	new	coref	Mike	Mike	nsubj	NNP	Sing	100	1	2499	concrete_person	field_Mike	obl_nsubj	NNS_NNP	Plur_Sing	563	0	1	bridge:element
wsjarrau_0693	wsjarrau	['3-21', '3-22', '3-23', '3-24', '3-25']	late Thursday 's 1.8400 marks	abstract	new	sgl	marks	mark	nmod	NNS	Plur	3	25	126	['8-40', '8-41']	Dow Jones	organization	new	sgl	Dow	Dow	compound	NNP	Sing	8	40	264	abstract_organization	mark_Dow	nmod_compound	NNS_NNP	Plur_Sing	138	0	0	
wsjarrau_1367	wsjarrau	['17-24']	she	person	old	coref	she	she	nsubj	PRP	Sing	17	24	426	['17-37']	her	person	old	coref	her	her	nmod:poss	PRP$	Sing	17	37	439	person_person	she_her	nsubj_nmod:poss	PRP_PRP$	Sing_Sing	13	1	0	
wsjarrau_1121	wsjarrau	['25-32', '25-33']	the flood	concrete	new	sgl	flood	flood	obj	NN	Sing	25	33	615	['28-18', '28-19', '28-20', '28-21']	buckets instead of seats	concrete	new	sgl	buckets	bucket	nmod	NNS	Plur	28	18	722	concrete_concrete	flood_bucket	obj_nmod	NN_NNS	Sing_Plur	107	0	0	
wsjarrau_1101	wsjarrau	['7-28']	reporters	person	new	sgl	reporters	reporter	conj	NNS	Plur	7	28	197	['9-3', '9-4', '9-5', '9-6']	the New York Times	organization	new	coref	Times	Times	nsubj	NNP	Sing	9	6	225	person_organization	reporter_Times	conj_nsubj	NNS_NNP	Plur_Sing	28	0	1	bridge:element-inv
wsjarrau_1107	wsjarrau	['2-9', '2-10', '2-11']	the housing problem	abstract	new	coref	problem	problem	nsubj	NN	Sing	2	11	42	['3-1', '3-2']	Unused houses	concrete	new	coref	houses	house	nsubj	NNS	Plur	3	2	47	abstract_concrete	problem_house	nsubj_nsubj	NN_NNS	Sing_Plur	5	0	1	bridge:element
wsjarrau_1320	wsjarrau	['4-39', '4-40', '4-41', '4-42', '4-43']	23 million barrels a day	concrete	new	coref	barrels	barrel	conj	NNS	Plur	4	41	104	['5-8']	its	concrete	old	coref	its	its	nmod:poss	PRP$	Sing	5	8	115	concrete_concrete	barrel_its	conj_nmod:poss	NNS_PRP$	Plur_Sing	11	1	0	
wsjarrau_1302	wsjarrau	['21-4', '21-5']	unlimited liability	abstract	old	coref	liability	liability	nmod	NN	Sing	21	5	490	['23-4']	who	person	old	coref	who	who	nsubj	WP		23	4	574	abstract_person	liability_who	nmod_nsubj	NN_WP	Sing_N/A	84	0	0	
wsjarrau_1367	wsjarrau	['22-53']	disdain	abstract	new	sgl	disdain	disdain	obl	NN	Sing	22	53	603	['54-33', '54-34']	the U.S.S.R	place	old	coref	U.S.S.R	U.S.S.R	obj	NNP	Sing	54	34	1433	abstract_place	disdain_U.S.S.R	obl_obj	NN_NNP	Sing_Sing	830	0	0	
vpc_0765	vpc	['80-3', '80-4', '80-5']	Mr. Dinkins `s	person	old	coref	Mr.	Mr.	nmod:poss	NNP	Sing	80	3	2621	['87-6', '87-7']	Mr. Dinkins	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	87	6	2940	person_person	Mr._Mr.	nmod:poss_nsubj	NNP_NNP	Sing_Sing	319	1	0	
wsjarrau_0654	wsjarrau	['5-15', '5-16']	the company	organization	old	coref	company	company	nsubj	NN	Sing	5	16	111	['7-14']	which	abstract	old	coref	which	which	nsubj	WDT		7	14	150	organization_abstract	company_which	nsubj_nsubj	NN_WDT	Sing_N/A	39	0	0	
vpc_0022	vpc	['2-8', '2-9']	personal computing	abstract	new	coref	computing	computing	nmod	NN	Sing	2	9	34	['3-14']	market	abstract	new	coref	market	market	obl	NN	Sing	3	14	53	abstract_abstract	computing_market	nmod_obl	NN_NN	Sing_Sing	19	0	1	bridge:element-inv
wsjarrau_1138	wsjarrau	['9-11', '9-12']	the prosecutor	person	new	coref	prosecutor	prosecutor	nsubj	NN	Sing	9	12	203	['12-8', '12-9']	the prosecutor	person	old	coref	prosecutor	prosecutor	nsubj	NN	Sing	12	9	258	person_person	prosecutor_prosecutor	nsubj_nsubj	NN_NN	Sing_Sing	55	1	0	
wsjarrau_1320	wsjarrau	['28-20', '28-21']	the day	time	old	coref	day	day	nmod	NN	Sing	28	21	665	['33-15']	yesterday	time	old	coref	yesterday	yesterday	obl:tmod	NN	Sing	33	15	749	time_time	day_yesterday	nmod_obl:tmod	NN_NN	Sing_Sing	84	1	0	
wsjarrau_1320	wsjarrau	['8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21', '8-22', '8-23', '8-24', '8-25']	a series of explosions at a major Phillips Petroleum Co. chemical facility on the Houston Ship Channel	abstract	new	sgl	series	series	nmod	NN	Sing	8	10	186	['12-1', '12-2', '12-3']	Dozens of workers	none	new	sgl	Dozens	Dozen	nsubj:pass	NNS	Plur	12	1	264	abstract_none	series_Dozen	nmod_nsubj:pass	NN_NNS	Sing_Plur	78	0	0	
wsjarrau_1317	wsjarrau	['28-12', '28-13']	Mr. Roman	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	28	12	704	['42-20']	Ken	person	old	coref	Ken	Ken	nsubj	NNP	Sing	42	20	1091	person_person	Mr._Ken	nsubj_nsubj	NNP_NNP	Sing_Sing	387	1	0	
wsjarrau_1376	wsjarrau	['23-1', '23-2']	These droppers	person	old	coref	droppers	dropper	nsubj	NNS	Plur	23	2	741	['23-7']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	23	7	746	person_person	dropper_their	nsubj_nmod:poss	NNS_PRP$	Plur_Plur	5	1	0	
wsjarrau_1184	wsjarrau	['1-1', '1-2', '1-3']	General Electric Co.	organization	new	coref	General	General	nmod:poss	NNP	Sing	1	1	1	['2-20']	GE	organization	old	coref	GE	GE	nmod	NNP	Sing	2	20	58	organization_organization	General_GE	nmod:poss_nmod	NNP_NNP	Sing_Sing	57	1	0	
wsjarrau_1148	wsjarrau	['1-28', '1-29', '1-30']	the company 's	organization	old	coref	company	company	nmod:poss	NN	Sing	1	29	29	['2-16', '2-17', '2-18', '2-19', '2-20', '2-21', '2-22', '2-23', '2-24', '2-25', '2-26', '2-27', '2-28', '2-29', '2-30', '2-31', '2-32', '2-33', '2-34', '2-35', '2-36', '2-37', '2-38']	the exploration and production division , which is responsible for locating oil reserves , drilling wells and pumping crude oil and natural gas	organization	new	coref	exploration	exploration	obl	NN	Sing	2	17	49	organization_organization	company_exploration	nmod:poss_obl	NN_NN	Sing_Sing	20	0	1	bridge:subset
wsjarrau_0617	wsjarrau	['50-6', '50-7', '50-8']	General Electric Co.	organization	new	coref	General	General	nsubj	NNP	Sing	50	6	1378	['50-19', '50-20']	two shareholders	person	new	coref	shareholders	shareholder	nsubj	NNS	Plur	50	20	1392	organization_person	General_shareholder	nsubj_nsubj	NNP_NNS	Sing_Plur	14	0	1	bridge:element
wsjarrau_1146	wsjarrau	['99-14', '99-15', '99-16']	two million acres	concrete	new	sgl	acres	acre	nsubj	NNS	Plur	99	16	1672	['128-19', '128-20', '128-21']	the rural entrepreneur	person	old	coref	entrepreneur	entrepreneur	obj	NN	Sing	128	21	2096	concrete_person	acre_entrepreneur	nsubj_obj	NNS_NN	Plur_Sing	424	0	0	
wsjarrau_1394	wsjarrau	['40-31', '40-32']	21 countries	place	new	sgl	countries	country	obl	NNS	Plur	40	32	1028	['42-10', '42-11', '42-12', '42-13', '42-14', '42-15', '42-16', '42-17', '42-18', '42-19', '42-20', '42-21', '42-22', '42-23', '42-24']	Asia , where treaty restrictions forced it to fly some planes half-empty on certain routes	place	new	coref	Asia	Asia	obl	NNP	Sing	42	10	1055	place_place	country_Asia	obl_obl	NNS_NNP	Plur_Sing	27	0	1	bridge:element
wsjarrau_0686	wsjarrau	['5-36']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	5	36	203	['6-1', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '7-1']	House Appropriations Committee Chairman Jamie Whitten ( D. , Miss . )	person	new	coref	Chairman	Chairman	root	NNP	Sing	7	4	221	person_person	their_Chairman	nmod:poss_root	PRP$_NNP	Plur_Sing	18	0	1	bridge:element
wsjarrau_0632	wsjarrau	['1-40', '1-41']	luxury car	concrete	new	sgl	luxury	luxury	amod	JJ		1	40	40	['3-21']	auto	concrete	new	coref	auto	auto	compound	NN	Sing	3	21	89	concrete_concrete	luxury_auto	amod_compound	JJ_NN	N/A_Sing	49	0	1	bridge:subset-inv
vpc_0301	vpc	['11-7', '11-8']	the dollar	abstract	old	coref	dollar	dollar	obj	NN	Sing	11	8	262	['20-13', '20-14']	the dollar	abstract	old	coref	dollar	dollar	nsubj:pass	NN	Sing	20	14	548	abstract_abstract	dollar_dollar	obj_nsubj:pass	NN_NN	Sing_Sing	286	1	0	
wsjarrau_1171	wsjarrau	['35-1', '35-2', '35-3', '35-4', '35-5', '35-6', '35-7', '35-8']	The heavy buying in the last half hour	abstract	new	sgl	buying	buy	nsubj	NN	Sing	35	3	840	['41-24', '41-25', '41-26']	the specialists '	person	old	coref	specialists	specialist	nmod:poss	NNS	Plur	41	25	1023	abstract_person	buy_specialist	nsubj_nmod:poss	NN_NNS	Sing_Plur	183	0	0	
wsjarrau_1322	wsjarrau	['56-22', '56-23']	the market	abstract	old	coref	market	market	obj	NN	Sing	56	23	1415	['57-11', '57-12', '57-13', '57-14', '57-15', '57-16', '57-17', '57-18', '57-19', '57-20', '57-21', '57-22', '57-23']	the secondary market , where prices were off 1 to up 3 point	abstract	new	coref	market	market	obl	NN	Sing	57	13	1433	abstract_abstract	market_market	obj_obl	NN_NN	Sing_Sing	18	0	1	bridge:subset
